INSTANCESITUATION,FIRSTOCCURRENCE_UTC,Interval
Percent CPU Utilization,1465196364,242
Disk service queue full,1465196606,780
Disk service queue full,1465197386,1560
Percent disk active,1465198946,1200
Disk service queue full,1465200146,840
Disk service queue full,1465200986,778
Percent CPU Utilization,1465201764,242
Disk service queue full,1465202006,58
Percent CPU Utilization,1465202064,482
Disk service queue full,1465202546,118
Percent CPU Utilization,1465202664,300
15 Minute Average PageIn/PageOut,1465202964,3
Percent space used,1465202967,719
Disk service queue full,1465203686,3780
Disk service queue full,1465207466,300
Disk service queue full,1465207766,598
Percent CPU Utilization,1465208364,2583
Percent cpu idle,1465210947,0
Disk service queue full,1465210947,0
Percent cpu idle,1465210947,0
Disk service queue full,1465210947,59
Disk service queue full,1465211006,0
Disk service queue full,1465211006,0
Disk service queue full,1465211006,2158
Percent CPU Utilization,1465213164,1322
Disk service queue full,1465214486,1
Disk service queue full,1465214487,62
Percent cpu idle,1465214549,237
Disk service queue full,1465214786,658
15 Minute Average PageIn/PageOut,1465215444,962
Disk service queue full,1465216406,1800
Disk service queue full,1465218206,182
Disk service queue full,1465218388,58
Disk service queue full,1465218446,720
Disk service queue full,1465219166,840
Disk service queue full,1465220006,538
15 Minute Average PageIn/PageOut,1465220544,1142
Disk service queue full,1465221686,0
Disk service queue full,1465221686,0
Disk service queue full,1465221686,0
Disk service queue full,1465221686,0
Disk service queue full,1465221686,1
Percent cpu idle,1465221687,0
Percent cpu idle,1465221687,59
Disk service queue full,1465221746,60
Disk service queue full,1465221806,1858
Percent CPU Utilization,1465223664,900
Percent CPU Utilization,1465224564,420
15 Minute Average PageIn/PageOut,1465224984,302
Disk service queue full,1465225286,60
Disk service queue full,1465225346,60
Disk service queue full,1465225406,2758
Percent CPU Utilization,1465228164,120
15 Minute Average PageIn/PageOut,1465228284,602
Disk service queue full,1465228886,120
Disk service queue full,1465229006,898
15 Minute Average PageIn/PageOut,1465229904,780
15 Minute Average PageIn/PageOut,1465230684,122
Disk service queue full,1465230806,781
Disk service queue full,1465231587,1019
Disk service queue full,1465232606,841
Percent space used,1465233447,417
Percent CPU Utilization,1465233864,542
Disk service queue full,1465234406,596
Percent CPU Utilization,1465235002,1205
Disk service queue full,1465236207,357
Percent CPU Utilization,1465236564,903
Disk service queue full,1465237467,539
Disk service queue full,1465238006,780
Disk service queue full,1465238786,660
Disk service queue full,1465239446,360
Disk service queue full,1465239806,60
Disk service queue full,1465239866,1740
Disk service queue full,1465241606,1800
Disk service queue full,1465243406,1558
Percent CPU Utilization,1465244964,242
Disk service queue full,1465245206,780
Disk service queue full,1465245986,2461
Percent space used,1465248447,55
Percent CPU Utilization,1465248502,1262
Percent CPU Utilization,1465249764,785
Percent disk active,1465250549,953
Percent CPU Utilization,1465251502,424
Percent disk active,1465251926,60
Disk service queue full,1465251986,420
Disk service queue full,1465252406,60
Percent disk active,1465252466,119
15 Minute Average PageIn/PageOut,1465252585,601
Disk service queue full,1465253186,180
Percent disk active,1465253366,1860
Disk service queue full,1465255226,658
15 Minute Average PageIn/PageOut,1465255884,122
Percent disk active,1465256006,58
Percent CPU Utilization,1465256064,2
Percent disk active,1465256066,1738
15 Minute Average PageIn/PageOut,1465257804,60
Percent CPU Utilization,1465257864,1742
Percent disk active,1465259606,0
Disk service queue full,1465259606,1440
Disk service queue full,1465261046,239
Percent space used,1465261285,61
Disk service queue full,1465261346,120
Disk service queue full,1465261466,1498
Percent CPU Utilization,1465262964,242
Disk service queue full,1465263206,1858
Percent CPU Utilization,1465265064,1742
Disk service queue full,1465266806,1197
Service status,1465268003,484
Disk service queue full,1465268487,59
Disk service queue full,1465268546,1
Disk service queue full,1465268547,360
Disk service queue full,1465268907,658
15 Minute Average PageIn/PageOut,1465269565,299
Percent CPU Utilization,1465269864,1260
15 Minute Average PageIn/PageOut,1465271124,1440
Percent CPU Utilization,1465272564,1442
Percent disk active,1465274006,60
Percent disk active,1465274066,1440
Disk service queue full,1465275506,181
Disk service queue full,1465275687,299
Percent disk active,1465275986,600
Disk service queue full,1465276586,178
Percent CPU Utilization,1465276764,303
Percent space used,1465277067,119
Percent disk active,1465277186,301
Percent space used,1465277487,4677
Percent CPU Utilization,1465282164,242
Percent disk active,1465282406,601
Disk service queue full,1465283007,595
Percent CPU Utilization,1465283602,185
Disk service queue full,1465283787,1801
Disk service queue full,1465285588,2279
Disk service queue full,1465287867,597
Percent CPU Utilization,1465288464,122
Disk service queue full,1465288586,478
Percent CPU Utilization,1465289064,241
15 Minute Average PageIn/PageOut,1465289305,62
Percent space used,1465289367,297
Percent CPU Utilization,1465289664,1204
Disk service queue full,1465290868,119
Disk service queue full,1465290987,477
Percent CPU Utilization,1465291464,2463
Disk service queue full,1465293927,1737
Percent CPU Utilization,1465295664,1623
Percent cpu idle,1465297287,60
Percent cpu idle,1465297347,0
Disk service queue full,1465297347,240
Disk service queue full,1465297587,2040
Disk service queue full,1465299627,1260
Percent cpu idle,1465300887,60
Percent cpu idle,1465300947,838
15 Minute Average PageIn/PageOut,1465301785,1679
Percent CPU Utilization,1465303464,1323
Disk service queue full,1465304787,60
Disk service queue full,1465304847,540
Disk service queue full,1465305387,960
Percent space used,1465306347,1740
Disk service queue full,1465308087,0
Disk service queue full,1465308087,0
Percent cpu idle,1465308087,0
Disk service queue full,1465308087,0
Percent cpu idle,1465308087,0
Disk service queue full,1465308087,0
Disk service queue full,1465308087,60
Disk service queue full,1465308147,3118
cpu_busy : CPU Status,1465311265,299
Percent CPU Utilization,1465311564,123
Disk service queue full,1465311687,60
Disk service queue full,1465311747,1740
Disk service queue full,1465313487,1800
Disk service queue full,1465315287,1078
15 Minute Average PageIn/PageOut,1465316365,599
Percent CPU Utilization,1465316964,423
Disk service queue full,1465317387,1353
Percent space used,1465318740,0
Percent space used,1465318740,0
Percent space used,1465318740,0
Percent space used,1465318740,0
Percent space used,1465318740,0
Percent space used,1465318740,0
Percent space used,1465318740,0
Percent space used,1465318740,0
Percent space used,1465318740,0
Percent space used,1465318740,0
Percent space used,1465318740,0
Percent space used,1465318740,1163
Service status,1465319903,904
Disk service queue full,1465320807,780
Disk service queue full,1465321587,480
Percent disk active,1465322067,120
Disk service queue full,1465322187,1015
Percent CPU Utilization,1465323202,1985
Disk service queue full,1465325187,660
Disk service queue full,1465325847,420
Disk service queue full,1465326267,1497
Percent CPU Utilization,1465327764,183
Percent disk active,1465327947,60
Disk service queue full,1465328007,780
Disk service queue full,1465328787,180
Percent disk active,1465328967,840
Disk service queue full,1465329807,1800
Disk service queue full,1465331607,957
Percent CPU Utilization,1465332564,903
Percent space used,1465333467,360
Disk service queue full,1465333827,60
Pages Written per Sec,1465333887,1320
Percent space used,1465335207,3180
Disk service queue full,1465338387,420
Disk service queue full,1465338807,178
15 Minute Average PageIn/PageOut,1465338985,602
Disk service queue full,1465339587,717
Service status,1465340304,781
15 Minute Average PageIn/PageOut,1465341085,542
Disk service queue full,1465341627,658
15 Minute Average PageIn/PageOut,1465342285,480
Percent CPU Utilization,1465342765,1262
Disk service queue full,1465344027,1860
Disk service queue full,1465345887,177
Percent CPU Utilization,1465346064,303
Percent disk active,1465346367,60
Used Memory Pct,1465346427,1020
Disk service queue full,1465347447,209
Percent space used,1465347656,92
Disk service queue full,1465347748,119
Disk service queue full,1465347867,1020
Disk service queue full,1465348887,1020
Used Memory Pct,1465349907,58
Percent CPU Utilization,1465349965,537
Percent CPU Utilization,1465350502,785
Disk service queue full,1465351287,120
Disk service queue full,1465351407,540
Percent disk active,1465351947,900
Disk service queue full,1465352847,839
Percent space used,1465353686,117
Service status,1465353803,304
Percent space used,1465354107,300
Disk service queue full,1465354407,480
Disk service queue full,1465354887,60
Disk service queue full,1465354947,60
Disk service queue full,1465355007,360
Disk service queue full,1465355367,538
15 Minute Average PageIn/PageOut,1465355905,1322
Percent disk active,1465357227,1737
Percent CPU Utilization,1465358964,663
Percent disk active,1465359627,2460
Disk service queue full,1465362087,0
Disk service queue full,1465362087,60
Used Memory Pct,1465362147,2218
Percent CPU Utilization,1465364365,362
Percent disk active,1465364727,480
Disk service queue full,1465365207,1086
ccc_pgspc_xuxw_std,1465366293,103
HA Keep Alive Pkts per Sec,1465366396,4
Used Pct,1465366400,11
Used Memory Pct,1465366411,1
Used Memory Pct,1465366412,1
Used Memory Pct,1465366413,1
Disk service queue full,1465366414,0
Used Memory Pct,1465366414,0
Used Memory Pct,1465366414,84
Not enough free archive space,1465366498,52
Disk service queue full,1465366550,0
Disk service queue full,1465366550,185
ccc_prcmis_xuxc_std,1465366735,0
ccc_prcmis_xuxc_std,1465366735,487
Service status,1465367222,0
Service status,1465367222,1
Service status,1465367223,0
Service status,1465367223,0
Service status,1465367223,0
Service status,1465367223,0
Service status,1465367223,0
Service status,1465367223,115
Service status,1465367338,0
Service status,1465367338,0
Service status,1465367338,596
Percent CPU Utilization,1465367934,180
Percent CPU Utilization,1465368114,1081
Percent space used,1465369195,236
Disk service queue full,1465369431,0
Disk service queue full,1465369431,780
Disk service queue full,1465370211,555
Percent disk active,1465370766,468
Percent CPU Utilization,1465371234,723
Disk service queue full,1465371957,1020
Disk service queue full,1465372977,778
15 Minute Average PageIn/PageOut,1465373755,2
Disk service queue full,1465373757,177
Percent CPU Utilization,1465373934,843
Disk service queue full,1465374777,600
Disk service queue full,1465375377,57
Percent CPU Utilization,1465375434,180
Percent CPU Utilization,1465375614,181
15 Minute Average PageIn/PageOut,1465375795,242
Percent space used,1465376037,540
Percent disk active,1465376577,2460
Percent disk active,1465379037,266
Service status,1465379303,814
Disk service queue full,1465380117,60
Used Memory Pct,1465380177,338
Percent space used,1465380515,619
Percent CPU Utilization,1465381134,581
Percent space used,1465381715,2002
Disk service queue full,1465383717,60
Percent cpu idle,1465383777,0
Disk service queue full,1465383777,0
Percent cpu idle,1465383777,120
Disk service queue full,1465383897,480
Percent space used,1465384377,1200
Percent disk active,1465385577,1800
Disk service queue full,1465387377,0
Percent cpu idle,1465387377,958
15 Minute Average PageIn/PageOut,1465388335,599
Percent CPU Utilization,1465388934,243
Disk service queue full,1465389177,1080
Percent disk active,1465390257,0
Percent disk active,1465390257,1020
Disk service queue full,1465391277,0
Disk service queue full,1465391277,657
Percent CPU Utilization,1465391934,1623
Disk service queue full,1465393557,458
Percent space used,1465394015,442
Disk service queue full,1465394457,0
Disk service queue full,1465394457,60
Disk service queue full,1465394517,0
Disk service queue full,1465394517,0
Percent cpu idle,1465394517,0
Percent cpu idle,1465394517,0
Disk service queue full,1465394517,0
Disk service queue full,1465394517,1740
Disk service queue full,1465396257,1258
15 Minute Average PageIn/PageOut,1465397515,602
Disk service queue full,1465398117,0
Disk service queue full,1465398117,0
Disk service queue full,1465398117,60
Disk service queue full,1465398177,338
Percent space used,1465398515,619
Percent CPU Utilization,1465399134,843
Disk service queue full,1465399977,358
ccc_cpuutil_3nt79FC3DF96EB0411A,1465400335,268
Service status,1465400603,1114
Disk service queue full,1465401717,60
Disk service queue full,1465401777,898
15 Minute Average PageIn/PageOut,1465402675,59
Percent CPU Utilization,1465402734,723
Disk service queue full,1465403457,120
Disk service queue full,1465403577,1800
Disk service queue full,1465405377,0
Used Memory Pct,1465405377,2157
Percent CPU Utilization,1465407534,1443
Disk service queue full,1465408977,658
15 Minute Average PageIn/PageOut,1465409635,1142
Disk service queue full,1465410777,780
Disk service queue full,1465411557,145
Percent CPU Utilization,1465411702,515
Disk service queue full,1465412217,117
Percent CPU Utilization,1465412334,243
Disk service queue full,1465412577,60
Disk service queue full,1465412637,1740
Disk service queue full,1465414377,925
Percent CPU Utilization,1465415302,155
Used Memory Pct,1465415457,720
Disk service queue full,1465416177,357
Percent CPU Utilization,1465416534,1443
Disk service queue full,1465417977,180
Used Memory Pct,1465418157,177
Percent CPU Utilization,1465418334,1501
15 Minute Average PageIn/PageOut,1465419835,299
Percent CPU Utilization,1465420134,3302
Percent CPU Utilization,1465423436,267
Service status,1465423703,874
Disk service queue full,1465424577,120
Disk service queue full,1465424697,360
Disk service queue full,1465425057,120
Disk service queue full,1465425177,0
Percent disk active,1465425177,0
Percent disk active,1465425177,178
15 Minute Average PageIn/PageOut,1465425355,602
Disk service queue full,1465425957,477
Percent CPU Utilization,1465426434,543
Disk service queue full,1465426977,1080
Disk service queue full,1465428057,658
15 Minute Average PageIn/PageOut,1465428715,1319
Percent CPU Utilization,1465430034,3783
Disk service queue full,1465433817,240
Percent disk active,1465434057,0
Percent disk active,1465434057,28
Percent space used,1465434085,32
Disk service queue full,1465434117,60
Disk service queue full,1465434177,60
Disk service queue full,1465434237,1860
Disk service queue full,1465436097,837
Percent CPU Utilization,1465436934,843
Used Memory Pct,1465437777,1257
Percent CPU Utilization,1465439034,1200
Percent CPU Utilization,1465440234,1023
Disk service queue full,1465441257,60
Disk service queue full,1465441317,360
Disk service queue full,1465441677,180
Disk service queue full,1465441857,358
15 Minute Average PageIn/PageOut,1465442215,400
Percent space used,1465442615,322
Percent space used,1465442937,300
Percent space used,1465443237,1465
Percent CPU Utilization,1465444702,2675
Used Memory Pct,1465447377,661
Disk service queue full,1465448038,419
Disk service queue full,1465448457,0
Disk service queue full,1465448457,1200
Percent disk active,1465449657,0
Percent disk active,1465449657,360
Used Memory Pct,1465450017,1317
Percent CPU Utilization,1465451334,4501
Percent CPU Utilization,1465455835,2
Disk service queue full,1465455837,720
Disk service queue full,1465456557,1077
Percent CPU Utilization,1465457634,4023
Disk service queue full,1465461657,178
Percent CPU Utilization,1465461835,300
15 Minute Average PageIn/PageOut,1465462135,302
Percent space used,1465462437,1797
Percent CPU Utilization,1465464234,2283
Disk service queue full,1465466517,60
Disk service queue full,1465466577,358
Percent CPU Utilization,1465466935,1622
Disk service queue full,1465468557,0
,1465468557,1320
Disk service queue full,1465469877,240
Disk service queue full,1465470117,60
Percent cpu idle,1465470177,0
Percent cpu idle,1465470177,328
Percent space used,1465470505,1472
Percent disk active,1465471977,60
Percent disk active,1465472037,900
Percent space used,1465472937,0
Used Memory Pct,1465472937,660
Percent space used,1465473597,121
Disk service queue full,1465473718,59
Disk service queue full,1465473777,0
Percent cpu idle,1465473777,0
Disk service queue full,1465473777,60
Disk service queue full,1465473837,838
15 Minute Average PageIn/PageOut,1465474675,902
Disk service queue full,1465475577,1800
Disk service queue full,1465477377,240
Disk service queue full,1465477617,60
Disk service queue full,1465477677,1380
Disk service queue full,1465479057,120
Disk service queue full,1465479177,1258
Percent CPU Utilization,1465480435,302
Percent disk active,1465480737,120
Disk service queue full,1465480857,60
Disk service queue full,1465480917,0
Disk service queue full,1465480917,0
Disk service queue full,1465480917,0
Disk service queue full,1465480917,0
Disk service queue full,1465480917,1
Percent cpu idle,1465480918,0
Percent cpu idle,1465480918,59
Disk service queue full,1465480977,1800
Disk service queue full,1465482777,1020
Used Memory Pct,1465483797,720
Disk service queue full,1465484517,0
Disk service queue full,1465484517,1740
Disk service queue full,1465486257,120
Disk service queue full,1465486377,658
Percent CPU Utilization,1465487035,1082
Disk service queue full,1465488117,60
Disk service queue full,1465488177,898
15 Minute Average PageIn/PageOut,1465489075,300
15 Minute Average PageIn/PageOut,1465489375,122
Used Memory Pct,1465489497,1738
Percent CPU Utilization,1465491235,2222
Disk service queue full,1465493457,120
Disk service queue full,1465493577,25
Percent CPU Utilization,1465493602,600
Percent CPU Utilization,1465494202,333
Percent CPU Utilization,1465494535,842
Disk service queue full,1465495377,958
Percent CPU Utilization,1465496335,602
Disk service queue full,1465496937,1680
Disk service queue full,1465498617,360
Disk service queue full,1465498977,60
Disk service queue full,1465499037,658
15 Minute Average PageIn/PageOut,1465499695,962
Used Memory Pct,1465500657,478
Percent CPU Utilization,1465501135,422
Disk service queue full,1465501557,1020
Disk service queue full,1465502577,660
Percent space used,1465503237,360
Percent space used,1465503597,518
Percent space used,1465504115,383
Used Memory Pct,1465504498,659
Disk service queue full,1465505157,1378
Percent CPU Utilization,1465506535,542
Disk service queue full,1465507077,900
Disk service queue full,1465507977,961
Used Memory Pct,1465508938,179
Disk service queue full,1465509117,718
Percent CPU Utilization,1465509835,1322
Disk service queue full,1465511157,0
Disk service queue full,1465511157,420
Disk service queue full,1465511577,238
15 Minute Average PageIn/PageOut,1465511815,542
Disk service queue full,1465512357,2160
Disk service queue full,1465514517,598
15 Minute Average PageIn/PageOut,1465515115,1320
Percent CPU Utilization,1465516435,482
Disk service queue full,1465516917,358
15 Minute Average PageIn/PageOut,1465517275,1502
Disk service queue full,1465518777,58
Percent CPU Utilization,1465518835,1200
Percent CPU Utilization,1465520035,182
Disk service queue full,1465520217,87
Service status,1465520304,34
Used Memory Pct,1465520338,147
Percent space used,1465520485,32
Disk service queue full,1465520517,118
Percent CPU Utilization,1465520635,2
Disk service queue full,1465520637,508
Percent space used,1465521145,1473
Used Memory Pct,1465522618,839
Disk service queue full,1465523457,1078
Percent CPU Utilization,1465524535,303
Percent space used,1465524838,297
Percent CPU Utilization,1465525135,842
Disk service queue full,1465525977,480
Disk service queue full,1465526457,178
Percent CPU Utilization,1465526635,1082
Disk service queue full,1465527717,0
Disk service queue full,1465527717,360
Percent disk active,1465528077,120
Disk service queue full,1465528197,360
Disk service queue full,1465528557,60
Disk service queue full,1465528617,58
15 Minute Average PageIn/PageOut,1465528675,1260
Percent CPU Utilization,1465529935,1022
Disk service queue full,1465530957,420
Disk service queue full,1465531377,1
Used Memory Pct,1465531378,1557
Percent CPU Utilization,1465532935,603
Percent space used,1465533538,300
Percent space used,1465533838,120
Percent space used,1465533958,899
Disk service queue full,1465534857,60
Disk service queue full,1465534917,2760
Disk service queue full,1465537677,780
Disk service queue full,1465538457,1321
Used Memory Pct,1465539778,1257
Percent CPU Utilization,1465541035,1142
Disk service queue full,1465542177,1
Used Memory Pct,1465542178,779
Disk service queue full,1465542957,661
Used Memory Pct,1465543618,119
Percent disk active,1465543737,240
Disk service queue full,1465543977,1201
Used Memory Pct,1465545178,24
Percent CPU Utilization,1465545202,1293
15 Minute Average PageIn/PageOut,1465546495,62
Disk service queue full,1465546557,479
Percent CPU Utilization,1465547036,2221
Disk service queue full,1465549257,120
Disk service queue full,1465549377,1258
Percent CPU Utilization,1465550635,1480
Percent space used,1465552115,862
Disk service queue full,1465552977,60
Disk service queue full,1465553037,1498
Percent CPU Utilization,1465554535,1022
Percent disk active,1465555557,60
Disk service queue full,1465555617,0
Percent disk active,1465555617,1
Used Memory Pct,1465555618,359
Disk service queue full,1465555977,60
Disk service queue full,1465556037,240
Disk service queue full,1465556277,58
15 Minute Average PageIn/PageOut,1465556335,182
Disk service queue full,1465556517,60
Disk service queue full,1465556577,1
Percent cpu idle,1465556578,0
Percent cpu idle,1465556578,1257
Percent CPU Utilization,1465557835,1140
15 Minute Average PageIn/PageOut,1465558975,482
Percent disk active,1465559457,661
Disk service queue full,1465560118,60
Percent cpu idle,1465560178,59
Disk service queue full,1465560237,118
15 Minute Average PageIn/PageOut,1465560355,780
15 Minute Average PageIn/PageOut,1465561135,2403
Percent space used,1465563538,479
Disk service queue full,1465564017,60
Percent disk active,1465564077,0
Disk service queue full,1465564077,38
Percent space used,1465564115,23
Percent space used,1465564138,297
Percent CPU Utilization,1465564435,1503
Disk service queue full,1465565938,0
Disk service queue full,1465565938,1319
Disk service queue full,1465567257,0
Disk service queue full,1465567257,0
Disk service queue full,1465567257,0
Disk service queue full,1465567257,60
Disk service queue full,1465567317,0
Disk service queue full,1465567317,0
Disk service queue full,1465567317,0
Disk service queue full,1465567317,0
Disk service queue full,1465567317,0
Disk service queue full,1465567317,1
Percent cpu idle,1465567318,0
Percent cpu idle,1465567318,60
Disk service queue full,1465567378,0
Percent disk active,1465567378,147
Percent space used,1465567525,30
Percent space used,1465567555,120
Percent space used,1465567675,480
15 Minute Average PageIn/PageOut,1465568155,0
15 Minute Average PageIn/PageOut,1465568155,0
15 Minute Average PageIn/PageOut,1465568155,0
15 Minute Average PageIn/PageOut,1465568155,60
15 Minute Average PageIn/PageOut,1465568215,0
15 Minute Average PageIn/PageOut,1465568215,0
15 Minute Average PageIn/PageOut,1465568215,1
15 Minute Average PageIn/PageOut,1465568216,0
15 Minute Average PageIn/PageOut,1465568216,0
15 Minute Average PageIn/PageOut,1465568216,0
15 Minute Average PageIn/PageOut,1465568216,0
15 Minute Average PageIn/PageOut,1465568216,59
15 Minute Average PageIn/PageOut,1465568275,0
15 Minute Average PageIn/PageOut,1465568275,0
15 Minute Average PageIn/PageOut,1465568275,0
15 Minute Average PageIn/PageOut,1465568275,0
15 Minute Average PageIn/PageOut,1465568275,0
15 Minute Average PageIn/PageOut,1465568275,0
15 Minute Average PageIn/PageOut,1465568275,0
15 Minute Average PageIn/PageOut,1465568275,0
15 Minute Average PageIn/PageOut,1465568275,61
15 Minute Average PageIn/PageOut,1465568336,0
15 Minute Average PageIn/PageOut,1465568336,0
15 Minute Average PageIn/PageOut,1465568336,0
15 Minute Average PageIn/PageOut,1465568336,0
15 Minute Average PageIn/PageOut,1465568336,0
15 Minute Average PageIn/PageOut,1465568336,0
15 Minute Average PageIn/PageOut,1465568336,0
15 Minute Average PageIn/PageOut,1465568336,0
15 Minute Average PageIn/PageOut,1465568336,0
15 Minute Average PageIn/PageOut,1465568336,0
15 Minute Average PageIn/PageOut,1465568336,0
15 Minute Average PageIn/PageOut,1465568336,1442
Used Memory Pct,1465569778,1140
Disk service queue full,1465570918,2517
Percent CPU Utilization,1465573435,1082
Disk service queue full,1465574517,1018
15 Minute Average PageIn/PageOut,1465575535,722
Disk service queue full,1465576257,446
Service status,1465576703,1235
Used Memory Pct,1465577938,297
Percent CPU Utilization,1465578235,3303
Used Memory Pct,1465581538,119
Disk service queue full,1465581657,1800
Disk service queue full,1465583457,420
Percent disk active,1465583877,1141
Disk service queue full,1465585018,117
Percent CPU Utilization,1465585135,302
Disk service queue full,1465585437,720
Percent disk active,1465586157,1678
Percent CPU Utilization,1465587835,2702
Percent disk active,1465590537,1020
Disk service queue full,1465591557,241
Used Memory Pct,1465591798,779
Percent disk active,1465592577,1561
Used Memory Pct,1465594138,3359
Disk service queue full,1465597497,360
Disk service queue full,1465597857,358
15 Minute Average PageIn/PageOut,1465598215,120
Percent CPU Utilization,1465598335,423
Disk service queue full,1465598758,900
Disk service queue full,1465599658,1199
Disk service queue full,1465600857,658
15 Minute Average PageIn/PageOut,1465601515,720
Percent CPU Utilization,1465602235,3300
Percent CPU Utilization,1465605535,602
Percent disk active,1465606137,480
Disk service queue full,1465606617,269
Percent space used,1465606886,92
Used Memory Pct,1465606978,60
Disk service queue full,1465607038,659
Percent disk active,1465607697,838
Percent CPU Utilization,1465608535,3300
Percent CPU Utilization,1465611835,1800
Percent CPU Utilization,1465613635,423
Disk service queue full,1465614058,0
Disk service queue full,1465614058,60
Disk service queue full,1465614118,60
Disk service queue full,1465614178,660
Percent space used,1465614838,59
Percent disk active,1465614897,119
15 Minute Average PageIn/PageOut,1465615016,1202
Disk service queue full,1465616218,119
Disk service queue full,1465616337,121
Used Memory Pct,1465616458,120
Disk service queue full,1465616578,1080
Disk service queue full,1465617658,1740
Percent disk active,1465619398,1137
Percent CPU Utilization,1465620535,723
Disk service queue full,1465621258,60
Disk service queue full,1465621318,658
15 Minute Average PageIn/PageOut,1465621976,242
Used Memory Pct,1465622218,417
Percent CPU Utilization,1465622635,243
Percent space used,1465622878,337
Percent space used,1465623215,323
Percent space used,1465623538,780
Disk service queue full,1465624318,660
Used Memory Pct,1465624978,1557
Percent CPU Utilization,1465626535,3
Percent disk active,1465626538,960
Used Memory Pct,1465627498,1020
Disk service queue full,1465628518,60
Disk service queue full,1465628578,0
Disk service queue full,1465628578,780
Disk service queue full,1465629358,477
Percent CPU Utilization,1465629835,1
15 Minute Average PageIn/PageOut,1465629836,422
Percent disk active,1465630258,120
Disk service queue full,1465630378,480
Used Memory Pct,1465630858,2098
15 Minute Average PageIn/PageOut,1465632956,662
Used Memory Pct,1465633618,360
Disk service queue full,1465633978,1800
Disk service queue full,1465635778,0
Used Memory Pct,1465635778,780
Disk service queue full,1465636558,2760
Disk service queue full,1465639318,60
Used Memory Pct,1465639378,57
Percent CPU Utilization,1465639435,3483
Disk service queue full,1465642918,0
Disk service queue full,1465642918,60
Percent cpu idle,1465642978,0
Percent cpu idle,1465642978,0
Disk service queue full,1465642978,0
Used Memory Pct,1465642978,3300
Used Memory Pct,1465646278,180
Disk service queue full,1465646458,60
Disk service queue full,1465646518,0
Disk service queue full,1465646518,60
Disk service queue full,1465646578,0
Percent cpu idle,1465646578,718
15 Minute Average PageIn/PageOut,1465647296,120
15 Minute Average PageIn/PageOut,1465647416,2762
Used Memory Pct,1465650178,240
Disk service queue full,1465650418,60
Disk service queue full,1465650478,300
Disk service queue full,1465650778,57
Percent CPU Utilization,1465650835,1383
Used Memory Pct,1465652218,1440
Disk service queue full,1465653658,0
Disk service queue full,1465653658,60
Disk service queue full,1465653718,0
Disk service queue full,1465653718,0
Percent cpu idle,1465653718,0
Disk service queue full,1465653718,0
Percent cpu idle,1465653718,0
Disk service queue full,1465653718,60
Used Memory Pct,1465653778,0
Disk service queue full,1465653778,60
Disk service queue full,1465653838,718
15 Minute Average PageIn/PageOut,1465654556,0
15 Minute Average PageIn/PageOut,1465654556,0
15 Minute Average PageIn/PageOut,1465654556,60
15 Minute Average PageIn/PageOut,1465654616,1619
Percent CPU Utilization,1465656235,543
Percent disk active,1465656778,540
Used Memory Pct,1465657318,0
Disk service queue full,1465657318,0
Disk service queue full,1465657318,1740
Disk service queue full,1465659058,477
Percent CPU Utilization,1465659535,1383
Disk service queue full,1465660918,120
Percent disk active,1465661038,60
Disk service queue full,1465661098,537
Percent CPU Utilization,1465661635,301
15 Minute Average PageIn/PageOut,1465661936,266
Percent CPU Utilization,1465662202,3901
Service status,1465666103,0
Service status,1465666103,155
Disk service queue full,1465666258,145
Service status,1465666403,300
Service status,1465666703,0
Service status,1465666703,1
Service status,1465666704,1354
Used Memory Pct,1465668058,0
Disk service queue full,1465668058,1677
Percent CPU Utilization,1465669735,268
Service status,1465670003,1415
Disk service queue full,1465671418,117
Percent CPU Utilization,1465671535,243
Used Memory Pct,1465671778,25
Service status,1465671803,35
Disk service queue full,1465671838,1260
Percent disk active,1465673098,360
Disk service queue full,1465673458,1377
Percent CPU Utilization,1465674835,543
Used Memory Pct,1465675378,1080
Disk service queue full,1465676458,477
Percent CPU Utilization,1465676935,1563
Percent disk active,1465678498,837
Percent CPU Utilization,1465679335,1563
Disk service queue full,1465680898,840
Used Memory Pct,1465681738,2160
Disk service queue full,1465683898,718
15 Minute Average PageIn/PageOut,1465684616,119
Percent CPU Utilization,1465684735,423
Disk service queue full,1465685158,1677
Percent CPU Utilization,1465686835,124
Disk service queue full,1465686959,299
Disk service queue full,1465687258,0
Disk service queue full,1465687258,180
Percent disk active,1465687438,479
15 Minute Average PageIn/PageOut,1465687917,1081
Percent disk active,1465688998,2937
Percent CPU Utilization,1465691935,1083
Disk service queue full,1465693018,268
Percent space used,1465693286,152
Disk service queue full,1465693438,3840
Percent disk active,1465697278,958
15 Minute Average PageIn/PageOut,1465698236,299
Percent CPU Utilization,1465698535,1923
Disk service queue full,1465700458,61
Disk service queue full,1465700519,0
Disk service queue full,1465700519,59
Disk service queue full,1465700578,120
Disk service queue full,1465700698,300
Disk service queue full,1465700998,418
15 Minute Average PageIn/PageOut,1465701416,1082
Percent disk active,1465702498,120
Disk service queue full,1465702618,1317
Percent CPU Utilization,1465703935,123
Disk service queue full,1465704058,0
Disk service queue full,1465704058,1677
Percent CPU Utilization,1465705735,1983
Disk service queue full,1465707718,660
Disk service queue full,1465708378,60
Percent space used,1465708438,300
Percent space used,1465708738,840
Percent space used,1465709578,357
Percent CPU Utilization,1465709935,1323
Disk service queue full,1465711258,2700
